CODE,COUNTRY,ICAO,LAT,LON,ELEV(M),BEGIN,END
01485099999,NO,,+59.617,+010.217,+0060.0,20110928,20200808
01486099999,NO,,+59.850,+010.433,+0163.0,20040510,20200808
01487099999,NO,,+59.933,+010.833,+0090.0,20040924,20150601
01488099999,NO,,+60.117,+010.833,+0170.0,19400407,20200808
01488199999,NO,ENFB,+61.206,+001.829,+0142.0,20101123,20200808
01489099999,NO,,+60.050,+010.683,+0360.0,20110928,20200808
01490099999,NO,,+59.983,+010.683,+0528.0,19730101,20200808
01492099999,NO,,+59.950,+010.717,+0097.0,19730803,20200808
01493099999,NO,,+59.283,+011.117,+0057.0,20040510,20200808
01494099999,NO,ENRY,+59.379,+010.786,+0053.0,19730101,20200808
01495099999,NO,,+59.150,+010.833,+0010.0,20040406,20200808
01496099999,NO,,+59.817,+011.483,+0154.0,19730101,20071020
01496599999,,,,,,19750426,19750514
01497099999,NO,,+59.000,+011.533,+0157.0,19730101,20100409
01498099999,NO,,+59.967,+012.217,+0153.0,19830101,20050831
01498199999,,,,,,19730101,19780221
01498399999,NO,,,,,19821204,19841127
01499099999,NO,,,,,19860916,19900322
01499399999,NO,ENVY,,,,19880105,19900716
01500099999,NO,,+59.383,+011.383,+0100.0,20090708,20091216
02000199999,SW,ESTL,+56.083,+013.213,+0042.7,20040510,20200808
02012099999,SW,,+67.733,+017.467,+0521.0,19810801,20050924
02013099999,SW,,+67.733,+017.467,+0542.7,20010601,20200808
02018099999,SW,,+67.533,+018.233,+0415.0,19350101,19381231
02019099999,SW,,+68.417,+018.167,+0516.0,20081027,20200808
02020099999,SW,,+68.417,+018.167,+0517.0,19770701,20190401
02022099999,SW,,+68.354,+018.816,+0392.3,20011107,20191119
02023099999,SW,,+68.433,+018.633,+0512.0,19860427,20050526
02024099999,SW,,+67.500,+018.300,+0425.0,20010601,20200808
02026099999,SW,,+67.317,+018.883,+0385.0,20021023,20050930
02029099999,SW,,+67.917,+018.600,+1146.0,20010601,20200808
02031099999,SW,,+68.067,+019.833,+0493.0,20010601,20200808
02032099999,SW,,+68.217,+019.717,+0393.0,19770701,20030909
02036099999,SW,,+67.850,+019.033,+0468.0,19770701,20200808
02038099999,SW,,+67.250,+020.267,+0453.0,20010601,20200808
02043099999,SW,,+67.933,+021.067,+0341.0,19940301,19990630
02044099999,SW,ESNQ,+67.822,+020.337,+0459.6,19770701,20200808
02045099999,SW,,+67.833,+020.417,+0424.0,19950401,20030922
02048099999,SW,,+67.167,+020.667,+0375.0,19350101,19910505
02049099999,SW,ESNG,+67.132,+020.815,+0313.0,19790803,20200808
02050099999,SW,,+68.417,+018.117,+0508.0,19350101,19770630
02051099999,SZ,,+68.450,+022.500,+0327.1,19550101,19591231
02052099999,SW,,+66.950,+017.750,+0337.0,19550101,19770630
02053099999,SW,,+67.133,+020.667,+0365.0,19550101,19770630
02054099999,SW,,+68.050,+021.750,+0360.0,19550101,20160421
02055099999,SW,,+68.683,+021.533,+0402.0,19730101,20200808
02056099999,SZ,,+65.067,+017.167,+0330.1,19550101,19591231
02057099999,SW,ESPA,+65.550,+022.133,+0017.0,19550101,19770630
02058099999,SW,,+65.833,+024.150,+0007.0,19730101,19770630
02059099999,SW,,+64.500,+014.133,+0318.0,19550101,19770630
02060099999,SW,,+68.683,+021.533,+0403.0,19550101,20041021
02062099999,SW,,+63.183,+014.500,+0376.0,19550101,19770630
02063099999,SW,,+64.167,+017.367,+0329.0,19550101,19770630
02064099999,SW,,+67.333,+022.233,+0240.0,19730101,20200808
02065099999,SW,,+62.033,+014.367,+0360.0,19550101,19770630
02066099999,SW,ESNN,+62.533,+017.450,+0004.0,19550101,19770630
02067099999,SW,,+61.683,+013.133,+0505.0,19550103,19770630
02068099999,SW,,+61.800,+016.567,+0093.0,19350101,19770630
02069099999,SW,ESCL,+61.267,+017.100,+0026.0,19550101,19770630
02070099999,SW,,+60.150,+013.800,+0198.0,19730101,19770630
02071099999,SW,,+58.583,+016.150,+0058.0,19550101,19591231
02071199999,SW,,+60.417,+015.517,+0153.0,19730101,19730121
02072099999,SW,,+67.733,+022.833,+0313.0,20010601,20200808
02073099999,SW,ESSQ,+59.367,+013.467,+0046.0,19550101,19770630
02074099999,SW,,+59.267,+015.333,+0033.0,19730101,19770630
02075099999,SW,ESCD,+59.583,+016.633,+0006.0,19730101,19770630
02076099999,SW,ESCM,+59.883,+017.600,+0021.0,19730101,19770630
02077099999,SW,ESSB,+59.350,+017.950,+0015.0,19550101,19770630
02079099999,SW,ESIB,+58.433,+012.700,+0054.0,19730101,19770630
02080099999,SW,,+68.450,+022.450,+0331.0,19350101,20120831
02081099999,SW,,+68.450,+022.450,+0330.0,19550101,20200808
02082099999,SW,,+58.750,+017.867,+0032.0,19730101,19770630
02083099999,SW,,+58.400,+019.200,+0012.0,19730101,19770630
02084099999,SW,,+68.050,+022.000,+0360.0,19550101,20040507
02085099999,SW,,+57.717,+013.117,+0259.0,19730101,19770630
02086099999,SW,,+67.767,+022.350,+0317.0,19550101,20050317
02087099999,SW,ESSJ,+57.767,+014.083,+0226.0,19550101,19770630
02088099999,SW,,+67.083,+022.217,+0263.0,19730101,20020521
02089099999,SW,,+57.367,+017.100,+0004.0,19730101,19770630
02090099999,SW,ESSV,+57.667,+018.350,+0051.0,19550101,19770630
02091099999,SW,,+57.667,+018.350,+0049.0,19730101,19770630
02092099999,SW,,+67.950,+023.467,+0240.0,19730101,20040917
02093099999,SW,,+56.867,+014.800,+0166.0,19730101,19770630
02094099999,SW,,+56.033,+015.800,+0001.0,19550101,19770630
02095099999,SW,,+67.200,+023.383,+0171.0,19550101,20200808
02096099999,SW,,+67.217,+023.400,+0168.0,19550101,20080218
02097099999,SZ,,+55.600,+013.067,+0014.9,19550101,19740702
02098099999,SW,ESMS,+55.550,+013.367,+0072.0,19730101,19770630
02099099999,SW,,+55.433,+013.833,+0034.0,19730101,19770630
02100099999,SW,,+68.683,+021.533,+0403.0,19730101,19770630
02101099999,SW,ESUT,+65.806,+015.083,+0458.1,19730102,20200808
02102099999,SW,,+65.100,+014.517,+1036.0,19581101,20200808
02103099999,SW,,+65.783,+015.067,+0793.0,19871118,20200808
02104099999,SW,,+65.817,+015.083,+0485.0,19770701,20080218
02105099999,SW,,+65.533,+014.983,+0670.0,19730101,20040221
02106099999,SW,,+66.600,+019.833,+0256.0,19730101,19770630
02108099999,SW,,+65.067,+014.800,+0593.0,19770701,20050921
02109099999,SW,,+65.900,+019.100,+0342.0,19730102,19770630
02110099999,SW,,+65.333,+015.067,+0577.0,19870518,20200808
02111099999,SW,ESPE,+65.867,+020.133,+0180.0,19730102,19770630
02112099999,SW,,+63.050,+012.267,+1035.0,19770701,20040821
02114099999,SW,,+64.450,+015.600,+0346.0,19750807,19770630
02115099999,SW,,+63.300,+012.133,+0640.0,19550101,19770630
02116099999,SW,,+63.317,+013.650,+0400.0,19730101,20050221
02117099999,SW,,+63.567,+019.500,+0006.0,19550101,19770630
02118099999,SW,,+65.317,+016.033,+0525.0,19730101,20050121
02119099999,SW,,+66.883,+018.017,+0320.0,19730101,20200808
02120099999,SW,,+66.883,+018.017,+0315.0,19350101,20130331
02120599999,SW,,+64.950,+017.700,+0279.0,20050419,20200808
02121099999,SW,,+66.683,+016.117,+0615.0,20010601,20200808
02122099999,SW,,+66.533,+017.667,+0453.0,19790802,20040321
02123099999,SW,,+66.317,+017.100,+0552.0,19730101,20160421
02124099999,SW,,+66.050,+017.833,+0432.0,19770405,20200808
02125099999,SW,,+60.317,+012.700,+0178.0,19730101,19770630
02126099999,SW,,+65.017,+017.700,+0251.0,19730101,20081231
02127099999,SW,,+65.067,+017.167,+0327.0,19310103,20050823
02128099999,SW,ESPD,+65.000,+017.700,+0283.0,19730101,20130402
02129099999,SW,,+64.967,+017.700,+0278.0,19730101,19861125
02130099999,SW,,+66.483,+016.417,+0481.0,19730101,20160421
02131099999,SW,,+59.667,+012.583,+0075.0,19730101,19770630
02133099999,SW,,+58.967,+014.900,+0144.0,19730101,19770630
02135099999,SW,,+65.567,+017.867,+0393.0,19730101,20200808
02136099999,SW,,+65.500,+018.950,+0454.0,20030519,20040829
02138099999,SW,,+60.500,+018.867,+0023.0,19730101,19770630
02141099999,SW,,+66.317,+019.217,+0582.0,19730101,20200808
02142099999,SW,ESNJ,+66.496,+020.147,+0275.5,19770701,20000510
02143099999,SW,,+66.217,+019.133,+0570.0,19730101,20030731
02144099999,SW,,+65.983,+018.933,+0374.0,19770701,20040626
02145099999,SW,,+66.150,+019.633,+0436.0,20030725,20040322
02146099999,SW,,+66.500,+019.683,+0324.0,20010701,20160421
02147099999,SW,,+65.150,+018.600,+0363.0,19730101,20200808
02148099999,SW,ESCK,+58.617,+016.117,+0027.0,19730101,19770630
02149099999,SW,,+65.600,+019.267,+0384.0,20010701,20200808
02150099999,SW,ESCJ,+58.783,+016.917,+0042.0,19730101,19770630
02151099999,SW,,+66.483,+020.167,+0275.0,19730101,20200808
02152099999,SW,,+66.300,+020.417,+0174.0,19730101,20050919
02154099999,SW,ESPE,+65.875,+020.150,+0182.0,19770701,20200808
02155099999,SW,ESMV,+57.300,+014.133,+0169.0,19550101,19770630
02156099999,SW,,+63.967,+013.717,+0680.0,19770701,20031028
02158099999,SW,,+65.133,+020.783,+0190.0,19790726,20020807
02159099999,SW,ESUF,+65.120,+020.770,+0195.0,19960801,20050629
02160099999,SW,,+66.750,+021.050,+0327.0,20010829,20050307
02161099999,SW,,+66.750,+020.933,+0327.0,19730101,20200808
02162099999,SW,,+56.467,+013.650,+0118.0,19730101,19770630
02163099999,SW,ESDA,+56.083,+013.233,+0043.0,19730101,19770630
02164099999,SW,,+66.383,+021.633,+0263.0,19730501,20030719
02166099999,SW,ESDF,+56.267,+015.283,+0058.0,19730101,19770630
02167099999,SW,,+55.383,+012.817,+0005.0,19730101,19770630
02169099999,SW,ESPJ,+65.867,+021.450,+0036.0,20020530,20020801
02170099999,SW,,+65.750,+021.767,+0012.0,20101117,20160421
02171099999,SW,,+65.817,+021.633,+0018.0,19790802,20200808
02172099999,SW,,+65.683,+020.967,+0050.0,19790710,19791123
02173099999,SW,,+65.667,+021.067,+0043.0,20010701,20200808
02174099999,SW,,+66.283,+021.133,+0186.0,20010701,20200808
02176099999,SW,,+65.033,+021.567,+0004.0,19970901,20200808
02181099999,SW,,+66.267,+022.850,+0062.0,19960801,20200808
02182099999,SW,,+66.267,+022.833,+0047.0,19790803,20020602
02183099999,SW,,+65.550,+022.117,+0032.0,20040802,20041020
02184099999,SW,,+66.817,+022.333,+0229.0,20010701,20200808
02185099999,SW,,+65.550,+022.133,+0034.0,20010402,20011008
02186099999,SW,ESPA,+65.544,+022.122,+0019.8,19770701,20200808
02188099999,SW,,+65.317,+022.383,+0002.0,19730101,20200808
02190099999,SW,,+66.850,+023.033,+0180.0,20010716,20040402
02191099999,SW,,+65.700,+023.100,+0004.0,20010701,20200808
02196099999,SW,,+65.833,+024.150,+0006.0,19310101,20121231
02197099999,SW,,+65.817,+024.117,+0016.0,20081027,20200808
02199099999,SW,,+66.617,+023.467,+0132.0,20010701,20200808
02200099999,SW,,+63.983,+012.867,+0425.0,19770701,20041225
02202099999,SW,,+68.217,+019.717,+0393.0,19730101,19770630
02204099999,SW,,+67.850,+019.033,+0470.0,19730101,19770630
02206099999,SW,,+63.283,+012.133,+0583.0,19350101,20130228
02207099999,SW,,+63.283,+012.117,+0583.0,19730101,20200808
02209099999,SW,,+63.050,+012.283,+1030.0,19730101,20200808
02210099999,SW,,+63.183,+012.167,+1090.0,20100920,20200808
02212099999,,,,,,19740519,19740519
02215099999,SW,,+63.433,+013.083,+1280.0,19970901,20040822
02216099999,SW,,+63.300,+013.883,+0365.0,19730101,20160421
02217099999,SW,,+63.367,+013.167,+0435.0,20010701,20160421
02218099999,SW,,+63.317,+013.650,+0400.0,19730105,20050924
02219099999,SW,,+64.500,+014.217,+0550.0,20080301,20200808
02221099999,SW,,+63.833,+013.500,+0717.0,19971201,20200808
02222099999,SW,,+64.500,+014.167,+0330.0,19770701,20080218
02223099999,SW,,+63.967,+013.717,+0680.0,19730101,19770630
02224099999,SW,,+63.767,+014.433,+0475.0,20020609,20020609
02226099999,SW,ESNZ,+63.200,+014.500,+0376.0,19350101,20200808
02227199999,SW,,+65.850,+023.133,+0007.0,20070307,20070307
02228099999,SW,,+64.050,+012.950,+0453.0,19730101,19770630
02229099999,SW,,+63.200,+014.483,+0374.0,19970901,20050729
02230099999,SW,,+64.217,+015.550,+0310.0,19730101,20200808
02231099999,SW,,+63.683,+014.600,+0362.0,20010701,20200808
02232099999,SW,,+64.433,+015.633,+0346.0,19770701,20040903
02233099999,SW,,+64.967,+015.383,+0545.0,20010701,20160421
02234099999,SW,,+63.867,+015.583,+0373.0,19790105,19951130
02236099999,SW,,+63.767,+015.333,+0376.0,19770701,20200808
02242099999,SW,,+64.083,+016.233,+0241.0,19730101,20200808
02243099999,SW,,+63.683,+016.950,+0214.0,19730101,20200808
02244099999,SW,,+63.683,+016.950,+0217.0,19960201,20080218
02245099999,SW,,+64.583,+016.850,+0349.0,19960801,20200808
02245599999,SW,ESNL,+64.548,+018.716,+0214.9,19980408,20200808
02247099999,SW,,+63.150,+016.167,+0184.0,19730101,20200808
02248099999,SW,,+63.167,+016.167,+0223.0,19770704,20050218
02251099999,SW,,+62.800,+013.067,+0575.0,19730101,19770630
02252099999,SW,,+64.450,+017.083,+0353.0,19830201,20040922
02254099999,SW,,+64.167,+017.317,+0308.0,19770701,20200808
02255099999,SW,,+62.500,+016.183,+0075.0,19730101,19770630
02256099999,SW,,+64.733,+017.400,+0575.0,20010701,20160421
02257099999,SW,,+61.850,+012.267,+0670.0,19730101,19770630
02258099999,SW,,+65.817,+016.717,+0352.0,20011104,20041216
02259099999,SW,ESNK,+63.049,+017.769,+0010.4,19770701,20200803
02260099999,SW,,+63.133,+018.250,+0143.0,19730101,20200808
02261099999,SW,,+64.550,+018.717,+0211.0,19730101,20200808
02262099999,SW,,+66.567,+016.350,+0500.0,19730101,20040306
02263099999,SW,,+64.083,+018.367,+0327.0,20010701,20200808
02264099999,SW,,+64.083,+018.417,+0300.0,19730101,20021028
02265099999,SW,,+63.650,+018.550,+0183.0,20010701,20200808
02266099999,SW,,+64.583,+016.850,+0349.0,20020608,20020608
02267099999,SW,ESNO,+63.408,+018.990,+0107.9,19790802,20200808
02269099999,SW,,+63.183,+019.017,+0011.0,19960801,20200808
02270099999,SW,,+64.917,+019.467,+0301.0,20010614,20030914
02271099999,SW,,+64.933,+019.383,+0310.0,20010701,20200808
02274099999,SW,,+64.217,+019.717,+0206.0,19960501,20000509
02276099999,SW,,+63.567,+019.500,+0005.0,19770701,19870423
02278099999,SW,,+63.150,+016.167,+0184.0,19770701,20041015
02279099999,SW,,+59.867,+011.967,+0130.0,19730101,19770630
02280099999,SW,,+59.283,+012.050,+0110.0,19730101,19770630
02281099999,SW,,+59.050,+012.700,+0060.0,19730101,19770630
02282099999,SW,,+64.567,+019.700,+0258.0,20010701,20200808
02283099999,SW,,+63.817,+020.233,+0022.0,19840712,19840712
02284099999,SW,,+63.433,+019.683,+0007.0,19730101,20200808
02286099999,SW,ESNU,+63.792,+020.283,+0007.3,19770701,20200808
02286199999,SW,ESCL,+61.267,+017.100,+0036.0,20040706,20120103
02287099999,SW,,+63.800,+020.867,+0008.0,20050724,20200808
02288099999,SW,,+63.600,+020.750,+0006.0,19350101,20080111
02289099999,SW,,+63.333,+020.183,+0025.0,19730101,20010920
02290099999,SW,,+64.917,+021.233,+0010.0,19750210,20030114
02292099999,SW,,+64.433,+021.283,+0105.0,20010701,20160421
02293099999,SW,ESNS,+64.625,+021.077,+0047.9,19790802,20200808
02296099999,SW,,+64.483,+021.583,+0036.0,19350101,20031222
02297099999,SW,,+64.483,+021.583,+0043.0,20010601,20200808
02298099999,SW,,+58.567,+011.550,+0070.0,19730101,19770630
02300099999,SW,,+62.583,+012.217,+0780.0,20020523,20060102
02302099999,SW,,+61.833,+012.283,+0665.0,20010701,20160421
02303099999,SW,,+62.733,+012.733,+0995.0,20010701,20160421
02304099999,SW,,+61.850,+012.267,+0670.0,19770701,20040123
02305099999,SW,,+58.900,+013.250,+0050.0,19730101,19770630
02306099999,SW,,+61.133,+012.817,+0465.0,19770701,20171208
02307099999,SW,,+61.883,+012.850,+0869.0,19730101,20200808
02308099999,SW,,+62.450,+012.667,+0724.0,19960801,20200808
02310099999,SW,,+62.800,+013.067,+0583.0,19770701,20050123
02311099999,SW,,+61.150,+013.117,+0744.0,20010701,20160421
02312099999,SW,,+58.067,+015.217,+0153.0,19730101,19770630
02313099999,SW,ESGI,+58.100,+014.400,+0110.0,19731209,19731209
02314099999,SW,,+62.100,+013.250,+0610.0,20010729,20050523
02314199999,SW,,+58.017,+016.067,+0100.0,20160801,20190909
02316099999,SW,,+61.700,+013.183,+0425.0,19350101,20050523
02317099999,SW,,+62.100,+013.617,+0566.0,20010701,20200808
02318099999,SW,,+61.167,+013.017,+0830.0,19730101,20160204
02319099999,SW,,+62.750,+013.850,+0467.0,20010701,20200808
02319199999,SW,,+57.417,+013.283,+0220.0,20160726,20200326
02320199999,SW,,+57.967,+013.850,+0278.0,20160726,20200326
02321099999,SW,,+61.250,+014.033,+0253.0,19730101,20200808
02322099999,,,,,,20030123,20030723
02323099999,SW,,+62.533,+014.200,+0550.0,20011124,20050223
02324099999,SW,,+62.017,+014.183,+0363.0,19370101,20121031
02325099999,SW,,+62.500,+014.150,+0803.0,19730101,20200808
02326099999,SW,,+64.083,+018.417,+0300.0,19770701,20041221
02327099999,SW,,+62.050,+014.400,+0362.0,20090929,20200808
02328099999,SW,,+63.050,+017.767,+0019.0,20021217,20041102
02329099999,SW,,+61.667,+015.000,+0455.0,19730101,20200808
02330099999,SW,,+62.750,+015.100,+0342.0,19740627,20051008
02331099999,SW,,+62.750,+015.083,+0343.0,20010701,20200808
02332199999,SW,,+57.150,+015.667,+0115.0,20160726,20200326
02333099999,SW,,+56.833,+013.917,+0155.0,19730101,19770630
02334099999,SW,,+62.033,+015.467,+0261.0,19730101,19770630
02336099999,SW,,+61.383,+015.833,+0163.0,19770701,20040209
02337099999,SW,,+62.267,+015.667,+0320.0,19730101,20160421
02338099999,SW,,+61.367,+015.717,+0185.0,19960801,20200808
02342099999,SW,,+62.517,+016.183,+0105.0,19770701,19960103
02343099999,SW,,+62.500,+016.283,+0100.0,19730101,20200808
02345199999,SW,,+55.633,+013.700,+0032.0,20160726,20200325
02346099999,SW,,+61.783,+016.550,+0090.0,19770928,20030818
02347099999,SW,,+61.833,+016.550,+0072.0,20010701,20200808
02349099999,SW,,+62.767,+016.733,+0205.0,20010701,20160421
02354099999,SW,,+62.433,+017.350,+0080.0,20010701,20160421
02355099999,SW,,+61.700,+017.533,+0010.0,19960801,20200808
02360099999,SW,ESNS,+64.633,+021.083,+0046.0,19740110,19740110
02361099999,SW,,+62.633,+017.950,+0008.0,19290801,20040910
02364099999,SW,ESNO,+63.400,+018.967,+0107.0,19731014,19740213
02365099999,SW,,+62.517,+017.450,+0008.0,19760801,20050417
02366099999,SW,ESNN,+62.528,+017.444,+0004.9,19770701,20200808
02367099999,SW,,+62.367,+017.533,+0033.0,19840529,20051231
02368099999,SW,,+62.217,+017.750,+0018.0,19870521,20200808
02369099999,,,,,,20010918,20011107
02370099999,SW,ESSK,+60.600,+016.950,+0068.0,19730828,19740123
02371099999,SW,ESSD,+60.433,+015.500,+0153.0,19730810,19731213
02375099999,SW,ESSU,+59.350,+016.717,+0040.0,19800302,20030313
02376099999,SW,,+61.267,+017.100,+0036.0,19770701,19980105
02378099999,SW,,+61.450,+017.167,+0027.0,20040706,20081231
02381099999,SW,ESSP,+58.583,+016.250,+0005.0,19730728,19770630
02382099999,SW,,+62.650,+018.100,+0018.0,19730824,20200808
02398099999,SW,ESMK,+55.917,+014.083,+0023.0,19730708,19731106
02400099999,SW,,+60.350,+012.650,+0310.0,19770701,20050924
02402099999,SW,,+59.867,+011.967,+0130.0,19771014,20040224
02403099999,SW,,+58.700,+013.117,+0053.0,20010701,20200808
02404099999,SW,ESKV,+59.667,+012.583,+0075.0,19770701,20040224
02406099999,SW,,+59.283,+012.050,+0110.0,19770701,20040424
02407099999,SW,,+60.683,+013.700,+0306.0,20011124,20200808
02408099999,SW,,+59.217,+012.083,+0171.0,19960801,20200808
02409099999,SW,,+59.050,+012.700,+0060.0,19770701,20040424
02410099999,SW,EVSM,+60.683,+013.700,+0308.0,19770701,20110818
02411099999,SW,ESKV,+59.676,+012.639,+0072.2,20010701,20200808
02412099999,SW,,+60.150,+013.800,+0190.0,19350101,20050726
02413099999,SW,,+60.750,+012.767,+0205.0,20010701,20160421
02415099999,SW,,+59.367,+013.467,+0046.0,19850731,20081231
02416099999,,,,,,20010718,20031017
02416199999,SW,,+59.617,+013.733,+0093.0,20020924,20020924
02417099999,SW,,+58.750,+013.150,+0050.0,19781014,20200808
02418099999,SW,ESOK,+59.445,+013.337,+0107.3,19350101,20200808
02419099999,SW,,+59.367,+013.467,+0046.0,19840520,20060311
02420099999,SW,,+60.517,+014.950,+0193.0,20011117,20041211
02422099999,SW,,+59.617,+014.183,+0130.0,20031224,20050124
02423099999,SW,,+59.867,+013.117,+0109.0,20010701,20200808
02424099999,SW,,+59.950,+014.950,+0210.0,19960501,20030319
02426099999,SW,,+60.150,+013.800,+0188.0,20010701,20200808
02428099999,SW,,+59.100,+014.367,+0105.0,19770701,20040801
02428399999,SW,ESOE,+59.224,+015.038,+0057.3,19910827,20200808
02428499999,SW,ESKM,+60.958,+014.511,+0193.2,19910827,20200808
02428599999,SW,ESST,+60.158,+012.991,+0119.8,20070226,20200808
02429099999,SW,,+59.667,+014.183,+0133.0,20010701,20200808
02430099999,SW,,+60.917,+015.117,+0227.0,20010711,20020721
02431099999,SW,,+59.867,+015.250,+0289.0,20090811,20200808
02432099999,SW,,+59.233,+015.050,+0053.0,19960801,20200808
02433099999,SW,,+60.617,+015.667,+0157.0,19350101,20020704
02435099999,SW,ESSD,+60.422,+015.515,+0153.3,19790802,20200808
02436099999,SW,,+59.267,+015.333,+0033.0,19350101,19820831
02437399999,SW,ESQO,+59.387,+015.924,+0010.1,20070226,20070227
02439099999,SW,,+59.533,+015.583,+0052.0,20020315,20021101
02440099999,SW,,+60.967,+016.433,+0162.0,20010601,20200808
02441099999,SW,,+60.967,+014.500,+0197.0,20010701,20200808
02443099999,SW,,+59.650,+017.117,+0026.0,19790803,20200808
02444099999,SW,,+60.167,+016.317,+0070.0,19770701,19960506
02446099999,SW,ESOW,+59.589,+016.634,+0006.4,19770701,20200808
02448099999,SW,,+59.200,+016.917,+0033.0,20010620,20041226
02449099999,SW,,+59.383,+016.450,+0015.0,20010701,20200808
02450099999,SW,,+60.733,+017.567,+0004.0,19970901,20200808
